  crm_leads  ·  600 lignes  ·  10 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
LED0370,Mouna Haddad,mouna.haddad@outlook.com,CNSS,+216 50 913 696,Referral,Qualified,Tunisie,Transport,2022-10-17,
LED0371,Karim Guesmi,karim.guesmi@outlook.com,Total Energies TN,+216 98 705 562,Referral,Qualified,Tunisie,Industrie,2024-12-25,
LED0372,Sami Sassi,sami.sassi@outlook.com,SOMOCER,+216 92 442 628,Cold Call,Qualified,Tunisie,Energie,2024-06-10,
LED0373,Afef Elloumi,afef.elloumi@yahoo.fr,Talan France,+216 90 888 720,Event,Disqualified,Tunisie,Industrie,2024-12-16,Not interested
LED0374,Sarra Zouari,sarra.zouari@yahoo.fr,GCT,+216 24 127 254,LinkedIn,Qualified,Maroc,Finance,2022-02-27,
LED0375,Wassim Ben Slama,wassim.ben-slama@outlook.com,Poulina Group,+216 98 873 944,LinkedIn,Converted,Maroc,Finance,2023-03-16,
LED0376,Ahmed Zouari,ahmed.zouari@yahoo.fr,BNA Banque,+216 22 685 133,Trade Show,Contacted,Tunisie,Finance,2022-02-01,
LED0377,Aymen Sassi,aymen.sassi@gmail.com,SNCFT,+216 53 925 328,LinkedIn,Disqualified,Tunisie,Finance,2024-04-03,Wrong target
LED0378,Chaima Souissi,chaima.souissi@outlook.com,BH Bank,+216 98 298 338,Cold Call,Qualified,Algerie,Energie,2024-05-01,
LED0379,Emna Chabbi,emna.chabbi@yahoo.fr,Total Energies TN,+216 27 289 796,Inbound,New,France,Assurance,2023-04-02,
LED0380,Kais Guesmi,kais.guesmi@yahoo.fr,UIB Banque,+216 99 689 155,Partner,Contacted,Maroc,Assurance,2023-08-07,
LED0381,Hedi Hammami,hedi.hammami@gmail.com,STB Banque,+216 20 655 741,Referral,Converted,France,Assurance,2022-09-18,
LED0382,Hamza Mahfoudhi,hamza.mahfoudhi@gmail.com,Talan France,+216 21 537 637,LinkedIn,New,Algerie,Energie,2024-06-11,
LED0383,Hajer Trabelsi,hajer.trabelsi@yahoo.fr,VERMEG,+216 98 927 986,Cold Call,Contacted,Tunisie,Industrie,2022-01-30,
LED0384,Rania Brahim,rania.brahim@gmail.com,Microsoft Tunisie,+216 50 344 196,Inbound,Disqualified,Tunisie,Industrie,2024-11-01,Unresponsive
LED0385,Mouna Guesmi,mouna.guesmi@gmail.com,Tunisie Telecom,+216 27 830 340,Trade Show,New,Tunisie,Transport,2024-12-18,
LED0386,Mohamed Mahfoudhi,mohamed.mahfoudhi@yahoo.fr,SOMOCER,+216 90 951 396,Inbound,Converted,Algerie,Transport,2022-12-14,
LED0387,Mehdi Dridi,mehdi.dridi@outlook.com,Ooredoo Tunisie,+216 95 816 931,Website,Converted,Tunisie,Technology,2022-09-03,
LED0388,Amine Amri,amine.amri@outlook.com,OCP Maroc,+216 92 830 308,Inbound,Qualified,France,Secteur Public,2024-07-09,
LED0389,Nizar Ben Salem,nizar.ben-salem@yahoo.fr,STIIP Assurance,+216 21 499 507,Partner,Contacted,Tunisie,Industrie,2022-12-24,
LED0390,Olfa Ben Slama,olfa.ben-slama@gmail.com,CNAM,+216 24 197 608,LinkedIn,New,Maroc,Assurance,2023-04-10,
LED0391,Salma Sghaier,salma.sghaier@yahoo.fr,Total Energies TN,+216 21 918 123,Trade Show,Disqualified,Tunisie,Finance,2024-01-15,Not interested
LED0392,Yasmine Bchir,yasmine.bchir@yahoo.fr,Star Assurance,+216 98 911 586,Cold Call,Converted,France,Finance,2024-01-15,
LED0393,Lotfi Abidi,lotfi.abidi@gmail.com,Amen Bank,+216 20 824 895,Trade Show,New,Tunisie,Transport,2023-09-08,
LED0394,Nacer Rekik,nacer.rekik@yahoo.fr,SNCFT,+216 52 355 326,Inbound,Contacted,Tunisie,Telecom,2023-02-27,
LED0395,Slim Trabelsi,slim.trabelsi@outlook.com,SONEDE,+216 26 550 682,Inbound,Converted,Algerie,Telecom,2024-04-22,
LED0396,Hamza Hamdi,hamza.hamdi@gmail.com,Carthage Cement,+216 21 948 590,Website,New,Algerie,Telecom,2022-02-13,
LED0397,Sami Cherni,sami.cherni@gmail.com,BIAT Leasing,+216 20 340 371,Cold Call,Qualified,Tunisie,Energie,2023-10-09,
LED0398,Mouna Dridi,mouna.dridi@yahoo.fr,STB Banque,+216 20 245 349,LinkedIn,Contacted,Algerie,Secteur Public,2024-12-26,
LED0399,Tarek Bettaieb,tarek.bettaieb@yahoo.fr,OCP Maroc,+216 24 835 344,Referral,Contacted,Tunisie,Transport,2022-03-22,
LED0400,Walid Mabrouk,walid.mabrouk@yahoo.fr,Tunisair,+216 24 953 799,Trade Show,Converted,Maroc,Secteur Public,2024-07-05,
LED0401,Ines Khelifi,ines.khelifi@yahoo.fr,Carthage Cement,+216 98 777 947,LinkedIn,Contacted,Algerie,Energie,2024-03-17,
LED0402,Sarra Ben Slama,sarra.ben-slama@yahoo.fr,Leoni Tunisie,+216 55 443 907,Partner,Converted,Algerie,Assurance,2024-05-05,
LED0403,Bilel Kchaou,bilel.kchaou@outlook.com,SNCFT,+216 26 672 986,Partner,Contacted,Maroc,Finance,2023-09-20,
LED0404,Ines Kchaou,ines.kchaou@gmail.com,STIIP Assurance,+216 52 398 424,Referral,Qualified,France,Telecom,2022-09-25,
LED0405,Fares Fehri,fares.fehri@gmail.com,Poulina Group,+216 20 715 888,Inbound,New,France,Technology,2023-11-19,
LED0406,Khaled Ben Youssef,khaled.ben-youssef@outlook.com,Star Assurance,+216 92 685 216,Cold Call,Disqualified,Maroc,Industrie,2022-06-20,Competitor
LED0407,Hajer Elloumi,hajer.elloumi@gmail.com,SOMOCER,+216 55 341 546,Referral,Contacted,Tunisie,Secteur Public,2024-02-04,
LED0408,Bilel Bchir,bilel.bchir@outlook.com,Total Energies TN,+216 92 609 672,Partner,Converted,Tunisie,Telecom,2024-08-01,
LED0409,Nacer Bchir,nacer.bchir@outlook.com,Talan Maroc,+216 26 863 579,Cold Call,New,Tunisie,Assurance,2022-07-07,
LED0410,Mehdi Haddad,mehdi.haddad@gmail.com,Microsoft Tunisie,+216 92 538 286,Partner,Converted,Maroc,Finance,2023-02-09,
LED0411,Sarra Tlili,sarra.tlili@outlook.com,Leoni Tunisie,+216 21 319 553,Trade Show,Contacted,Tunisie,Energie,2022-06-12,
LED0412,Nour Karray,nour.karray@gmail.com,SPS Tunisia,+216 23 445 455,Referral,Contacted,Algerie,Technology,2023-04-12,
LED0413,Nacer Ayadi,nacer.ayadi@yahoo.fr,IBM Tunisie,+216 21 792 287,Cold Call,Disqualified,France,Telecom,2023-05-09,Not interested
LED0414,Hedi Gharbi,hedi.gharbi@yahoo.fr,Microsoft Tunisie,+216 92 335 706,Referral,Disqualified,Maroc,Finance,2024-05-30,No budget
LED0415,Sofiene Jebali,sofiene.jebali@gmail.com,Banque Centrale Tunisie,+216 26 926 863,Referral,Converted,France,Energie,2024-07-12,
LED0416,Aymen Khelifi,aymen.khelifi@yahoo.fr,Amen Bank,+216 98 923 238,Cold Call,Converted,Tunisie,Industrie,2023-12-24,
LED0417,Houssem Bouaziz,houssem.bouaziz@outlook.com,BIAT,+216 55 207 177,Trade Show,Contacted,Algerie,Technology,2024-05-09,
LED0418,Hajer Mellouli,hajer.mellouli@yahoo.fr,Sfax Cables,+216 23 933 834,Website,Disqualified,Maroc,Secteur Public,2023-01-12,Unresponsive
LED0419,Wassim Bouzid,wassim.bouzid@yahoo.fr,UIB Banque,+216 23 306 772,Trade Show,Disqualified,Tunisie,Assurance,2023-07-23,Wrong target
LED0420,Afef Ben Youssef,afef.ben-youssef@yahoo.fr,Banque Centrale Tunisie,+216 99 324 714,Trade Show,New,France,Secteur Public,2022-05-18,
LED0421,Amine Hammami,amine.hammami@yahoo.fr,SPS Tunisia,+216 92 200 304,Inbound,Disqualified,France,Secteur Public,2022-11-21,No budget
LED0422,Aymen Karray,aymen.karray@yahoo.fr,SNCFT,+216 90 941 150,Event,Qualified,France,Technology,2024-01-27,
LED0423,Tarek Hammami,tarek.hammami@outlook.com,CIH Bank Maroc,+216 22 747 139,Cold Call,Qualified,Tunisie,Industrie,2023-11-29,
LED0424,Walid Amri,walid.amri@yahoo.fr,Ministere de l Education,+216 25 675 466,Cold Call,Contacted,France,Transport,2024-08-20,
LED0425,Mouna Bouaziz,mouna.bouaziz@outlook.com,UIB Banque,+216 20 928 177,Trade Show,Disqualified,Maroc,Secteur Public,2022-05-18,Competitor
LED0426,Houssem Jlassi,houssem.jlassi@gmail.com,STEG,+216 92 499 694,Website,Disqualified,Maroc,Assurance,2022-01-07,Not interested
LED0427,Walid Mahfoudhi,walid.mahfoudhi@gmail.com,Ministere de l Education,+216 53 993 335,Trade Show,Qualified,Maroc,Finance,2023-02-14,
LED0428,Maroua Mellouli,maroua.mellouli@gmail.com,OCP Maroc,+216 22 819 560,Event,Contacted,France,Telecom,2022-01-23,
LED0429,Leila Zouari,leila.zouari@yahoo.fr,STB Banque,+216 21 334 974,Referral,Qualified,France,Energie,2024-07-03,
LED0430,Afef Laabidi,afef.laabidi@yahoo.fr,SONEDE,+216 22 260 524,Trade Show,Qualified,Tunisie,Assurance,2024-07-17,
LED0431,Khaled Sassi,khaled.sassi@gmail.com,Ministere des Finances,+216 23 556 923,Trade Show,Qualified,Algerie,Transport,2024-02-08,
LED0432,Mehdi Rekik,mehdi.rekik@outlook.com,SOMOCER,+216 22 300 893,Event,Qualified,Maroc,Energie,2022-03-22,
LED0433,Ameni Souissi,ameni.souissi@gmail.com,Talan Maroc,+216 53 674 465,LinkedIn,New,Tunisie,Secteur Public,2023-04-27,
LED0434,Olfa Mabrouk,olfa.mabrouk@outlook.com,IBM Tunisie,+216 98 227 722,Trade Show,Disqualified,Maroc,Industrie,2024-12-10,Competitor
LED0435,Hamza Bouzid,hamza.bouzid@outlook.com,Ministere de l Education,+216 27 910 746,Trade Show,Contacted,Maroc,Assurance,2023-04-11,
LED0436,Wassim Oueslati,wassim.oueslati@outlook.com,SOMOCER,+216 52 560 797,Trade Show,New,Algerie,Secteur Public,2023-04-22,
LED0437,Tarek Bettaieb,tarek.bettaieb@outlook.com,STB Banque,+216 27 164 866,Website,Converted,Algerie,Secteur Public,2022-02-18,
LED0438,Amine Romdhane,amine.romdhane@outlook.com,SOMOCER,+216 22 951 850,Trade Show,New,Tunisie,Energie,2024-01-24,
LED0439,Dorra Brahim,dorra.brahim@gmail.com,BNA Banque,+216 52 222 845,Event,Converted,Tunisie,Transport,2024-03-06,
LED0440,Lotfi Jebali,lotfi.jebali@outlook.com,BH Bank,+216 98 274 193,Referral,Qualified,Maroc,Technology,2024-07-01,
LED0441,Aymen Hammami,aymen.hammami@yahoo.fr,Carthage Cement,+216 53 677 771,Cold Call,Contacted,Tunisie,Technology,2023-03-15,
LED0442,Afef Ben Ali,afef.ben-ali@gmail.com,Orange Tunisie,+216 50 224 347,Cold Call,Converted,Algerie,Telecom,2022-01-26,
LED0443,Aziz Abidi,aziz.abidi@outlook.com,Ooredoo Tunisie,+216 53 799 153,Trade Show,Disqualified,Tunisie,Transport,2024-10-03,Not interested
LED0444,Dorra Hamdi,dorra.hamdi@outlook.com,Tunisie Telecom,+216 90 479 242,Website,New,Algerie,Transport,2022-01-23,
LED0445,Sami Hamouda,sami.hamouda@gmail.com,Delice Danone,+216 22 570 495,Partner,Contacted,Tunisie,Finance,2024-02-03,
LED0446,Leila Hamouda,leila.hamouda@gmail.com,TTS,+216 50 463 758,Event,Disqualified,Tunisie,Telecom,2022-03-04,Unresponsive
LED0447,Aziz Gharbi,aziz.gharbi@gmail.com,Tunisair,+216 99 785 806,Event,New,Tunisie,Transport,2022-05-10,
LED0448,Oussama Abidi,oussama.abidi@gmail.com,STB Banque,+216 21 964 486,Inbound,Disqualified,Tunisie,Industrie,2022-01-28,Wrong target
LED0449,Chaima Haddad,chaima.haddad@outlook.com,Poulina Group,+216 21 850 450,Cold Call,Qualified,Tunisie,Finance,2023-01-21,
LED0450,Sofiene Bouzid,sofiene.bouzid@outlook.com,Total Energies TN,+216 90 830 338,Trade Show,Contacted,Tunisie,Energie,2024-01-16,
LED0451,Oussama Bettaieb,oussama.bettaieb@yahoo.fr,SNCFT,+216 26 712 800,LinkedIn,Qualified,France,Secteur Public,2022-12-23,
LED0452,Hamza Mahfoudhi,hamza.mahfoudhi@gmail.com,IBM Tunisie,+216 26 157 606,Inbound,Qualified,Maroc,Finance,2023-06-03,
LED0453,Wael Ferjani,wael.ferjani@yahoo.fr,BNA Banque,+216 26 240 663,Website,Qualified,Maroc,Telecom,2023-12-01,
LED0454,Slim Ben Youssef,slim.ben-youssef@gmail.com,Sfax Cables,+216 23 127 718,Inbound,New,Tunisie,Telecom,2024-10-23,
LED0455,Khaled Rekik,khaled.rekik@yahoo.fr,Total Energies TN,+216 98 714 351,Cold Call,Qualified,Maroc,Assurance,2023-10-29,
LED0456,Houssem Ferjani,houssem.ferjani@gmail.com,Attijari Bank,+216 23 548 677,Inbound,New,Algerie,Technology,2022-11-15,
LED0457,Tarek Ben Slama,tarek.ben-slama@yahoo.fr,Amen Bank,+216 99 503 655,LinkedIn,New,Tunisie,Assurance,2024-04-11,
LED0458,Hedi Ben Slama,hedi.ben-slama@gmail.com,Carthage Cement,+216 21 629 169,Event,New,Tunisie,Transport,2022-05-27,
LED0459,Ines Trabelsi,ines.trabelsi@outlook.com,CNAM,+216 95 321 590,Partner,Disqualified,Tunisie,Telecom,2023-09-15,Unresponsive
LED0460,Emna Hammami,emna.hammami@outlook.com,Yazaki Tunisie,+216 98 553 485,Website,Disqualified,France,Finance,2022-03-05,Unresponsive
LED0461,Rami Souissi,rami.souissi@gmail.com,Tunisie Telecom,+216 25 848 520,Trade Show,New,Tunisie,Assurance,2024-09-25,
LED0462,Sami Zouari,sami.zouari@outlook.com,CNAM,+216 98 913 649,Trade Show,Disqualified,Tunisie,Finance,2024-08-19,Wrong target
LED0463,Walid Bouzid,walid.bouzid@gmail.com,UIB Banque,+216 23 376 486,Referral,New,Tunisie,Telecom,2022-02-27,
LED0464,Ameni Mansouri,ameni.mansouri@gmail.com,OCP Maroc,+216 22 994 397,Website,Qualified,Algerie,Assurance,2024-11-24,
LED0465,Oussama Ben Slama,oussama.ben-slama@outlook.com,Leoni Tunisie,+216 23 684 581,Inbound,New,Tunisie,Transport,2023-02-12,
LED0466,Sarra Jebali,sarra.jebali@gmail.com,CNSS,+216 99 563 662,Inbound,New,Tunisie,Energie,2023-04-03,
LED0467,Oussama Ben Amor,oussama.ben-amor@yahoo.fr,Sfax Cables,+216 99 223 732,Referral,Contacted,Tunisie,Technology,2022-02-18,
LED0468,Maroua Ayadi,maroua.ayadi@outlook.com,SPS Tunisia,+216 53 207 168,Referral,Disqualified,Algerie,Secteur Public,2023-07-26,Competitor
LED0469,Kais Bouaziz,kais.bouaziz@outlook.com,Ooredoo Tunisie,+216 90 221 743,Trade Show,Disqualified,Algerie,Technology,2022-10-09,Wrong target
LED0470,Emna Chabbi,emna.chabbi@yahoo.fr,Talan France,+216 24 372 753,Partner,Converted,Maroc,Finance,2022-05-17,
LED0471,Oussama Trabelsi,oussama.trabelsi@outlook.com,Talan France,+216 27 161 110,Event,Contacted,Tunisie,Transport,2024-02-01,
LED0472,Mounir Chabbi,mounir.chabbi@outlook.com,BH Bank,+216 22 738 329,Website,Qualified,Tunisie,Technology,2023-05-15,
LED0473,Ameni Souissi,ameni.souissi@yahoo.fr,OCP Maroc,+216 22 675 703,Inbound,Converted,Tunisie,Energie,2022-10-27,
LED0474,Yassine Tlili,yassine.tlili@outlook.com,STEG,+216 20 662 321,Referral,Converted,Maroc,Finance,2024-04-26,
LED0475,Kais Sghaier,kais.sghaier@yahoo.fr,Tunisie Telecom,+216 55 918 396,Website,Qualified,Tunisie,Energie,2023-01-30,
LED0476,Hamza Brahim,hamza.brahim@outlook.com,Total Energies TN,+216 26 209 757,Inbound,Contacted,Algerie,Secteur Public,2024-12-03,
LED0477,Tarek Bchir,tarek.bchir@outlook.com,GCT,+216 24 469 172,LinkedIn,New,Tunisie,Secteur Public,2024-03-16,
LED0478,Ameni Chabbi,ameni.chabbi@gmail.com,Attijari Bank,+216 99 275 922,Trade Show,Converted,Tunisie,Telecom,2022-10-09,
LED0479,Mounir Kchaou,mounir.kchaou@gmail.com,STEG,+216 50 431 369,Event,Qualified,Algerie,Assurance,2024-11-17,
LED0480,Aziz Abidi,aziz.abidi@yahoo.fr,SOMOCER,+216 22 113 249,Cold Call,Qualified,Tunisie,Industrie,2023-07-25,
LED0481,Asma Hamdi,asma.hamdi@gmail.com,Delice Danone,+216 23 573 443,Cold Call,Qualified,Algerie,Energie,2023-10-20,
LED0482,Walid Haddad,walid.haddad@gmail.com,BNA Banque,+216 90 859 969,Cold Call,Contacted,Tunisie,Secteur Public,2023-01-10,
LED0483,Mariem Ayadi,mariem.ayadi@outlook.com,SONEDE,+216 52 413 757,Partner,Contacted,Tunisie,Finance,2022-05-28,
LED0484,Slim Sassi,slim.sassi@outlook.com,Star Assurance,+216 98 818 418,Event,Disqualified,Tunisie,Secteur Public,2023-07-22,Not interested
LED0485,Slim Cherni,slim.cherni@gmail.com,Carthage Cement,+216 90 370 334,Trade Show,Disqualified,Tunisie,Telecom,2022-09-02,Not interested
LED0486,Wassim Brahim,wassim.brahim@gmail.com,CNSS,+216 90 410 454,Event,New,France,Transport,2023-07-04,
LED0487,Dorra Ferjani,dorra.ferjani@gmail.com,STB Banque,+216 95 244 704,Website,New,France,Telecom,2023-07-22,
LED0488,Fares Karray,fares.karray@outlook.com,Banque Centrale Tunisie,+216 23 472 823,Partner,Contacted,Maroc,Telecom,2023-10-11,
LED0489,Yassine Ncibi,yassine.ncibi@yahoo.fr,Banque Centrale Tunisie,+216 25 897 328,Event,Disqualified,Maroc,Energie,2023-05-20,Unresponsive
LED0490,Aymen Mabrouk,aymen.mabrouk@outlook.com,SONEDE,+216 26 416 687,Website,Contacted,Tunisie,Assurance,2024-03-02,
LED0491,Bilel Sassi,bilel.sassi@outlook.com,STEG,+216 22 770 211,LinkedIn,Disqualified,France,Assurance,2022-02-17,No budget
LED0492,Aymen Gharbi,aymen.gharbi@yahoo.fr,SNCFT,+216 90 320 925,Trade Show,Converted,Tunisie,Transport,2024-06-24,
LED0493,Wael Jlassi,wael.jlassi@outlook.com,Sfax Cables,+216 52 947 744,LinkedIn,Disqualified,Algerie,Telecom,2023-10-06,Not interested
LED0494,Chaima Sassi,chaima.sassi@yahoo.fr,CIH Bank Maroc,+216 23 954 810,Website,Converted,Tunisie,Transport,2024-07-15,
LED0495,Fares Amri,fares.amri@outlook.com,Ministere des Finances,+216 52 359 272,Inbound,New,Maroc,Transport,2023-12-15,
LED0496,Salma Khelifi,salma.khelifi@yahoo.fr,Carthage Cement,+216 25 235 142,Cold Call,New,Algerie,Finance,2022-04-09,
LED0497,Fatma Mabrouk,fatma.mabrouk@yahoo.fr,SNCFT,+216 95 980 469,Referral,Converted,Maroc,Industrie,2022-11-02,
LED0498,Wassim Bouaziz,wassim.bouaziz@gmail.com,Ooredoo Tunisie,+216 26 361 653,LinkedIn,Converted,France,Energie,2022-07-08,
LED0499,Amine Guesmi,amine.guesmi@yahoo.fr,SPS Tunisia,+216 24 387 855,Trade Show,Disqualified,Maroc,Assurance,2022-02-05,Unresponsive
LED0500,Houssem Bouaziz,houssem.bouaziz@gmail.com,SOMOCER,+216 24 731 824,Referral,Disqualified,Algerie,Secteur Public,2023-01-02,No budget
LED0501,Houssem Souissi,houssem.souissi@yahoo.fr,BIAT Leasing,+216 23 700 878,Event,Converted,Tunisie,Finance,2024-10-30,
LED0502,Aziz Karray,aziz.karray@gmail.com,BIAT Leasing,+216 98 355 499,Partner,Converted,Maroc,Finance,2023-05-19,
LED0503,Nacer Kchaou,nacer.kchaou@gmail.com,Ministere de l Education,+216 21 815 335,Referral,Disqualified,Tunisie,Transport,2023-08-12,Wrong target
LED0504,Karim Laabidi,karim.laabidi@gmail.com,Talan Maroc,+216 53 655 504,Trade Show,Converted,Algerie,Assurance,2024-04-09,
LED0505,Yasmine Elloumi,yasmine.elloumi@gmail.com,BIAT Leasing,+216 95 402 716,Cold Call,New,Maroc,Telecom,2023-09-04,
LED0506,Olfa Trabelsi,olfa.trabelsi@yahoo.fr,Carthage Cement,+216 99 433 460,Trade Show,Contacted,Tunisie,Assurance,2024-06-10,
LED0507,Rami Oueslati,rami.oueslati@outlook.com,SONEDE,+216 52 430 513,Inbound,Contacted,Maroc,Technology,2023-04-11,
LED0508,Mariem Hamouda,mariem.hamouda@yahoo.fr,Total Energies TN,+216 25 323 766,LinkedIn,Disqualified,Maroc,Assurance,2022-10-26,No budget
LED0509,Dorra Khelifi,dorra.khelifi@gmail.com,Poulina Group,+216 53 868 415,Referral,Converted,Algerie,Secteur Public,2024-11-15,
LED0510,Nacer Rekik,nacer.rekik@outlook.com,STIIP Assurance,+216 92 216 430,LinkedIn,New,France,Assurance,2023-07-07,
LED0511,Afef Guesmi,afef.guesmi@yahoo.fr,Banque Centrale Tunisie,+216 98 726 530,Partner,Converted,Maroc,Energie,2023-10-31,
LED0512,Yassine Ben Youssef,yassine.ben-youssef@gmail.com,IBM Tunisie,+216 22 108 117,Website,Converted,Tunisie,Technology,2022-05-18,
LED0513,Sami Gharbi,sami.gharbi@gmail.com,STB Banque,+216 23 256 820,LinkedIn,Contacted,Tunisie,Telecom,2024-02-26,
LED0514,Hajer Rekik,hajer.rekik@yahoo.fr,VERMEG,+216 50 667 431,Cold Call,Disqualified,Tunisie,Energie,2023-06-07,Competitor
LED0515,Wael Bouzid,wael.bouzid@yahoo.fr,CNSS,+216 25 255 883,Cold Call,Disqualified,Maroc,Telecom,2022-08-22,Unresponsive
LED0516,Tarek Bouzid,tarek.bouzid@gmail.com,CNSS,+216 95 351 939,Partner,Qualified,Tunisie,Finance,2024-12-01,
LED0517,Sarra Chebbi,sarra.chebbi@yahoo.fr,UIB Banque,+216 53 339 237,Inbound,Disqualified,Algerie,Finance,2024-11-08,Unresponsive
LED0518,Mouna Toumi,mouna.toumi@gmail.com,Orange Tunisie,+216 50 943 657,Referral,Contacted,Tunisie,Secteur Public,2023-03-25,
LED0519,Mariem Sghaier,mariem.sghaier@yahoo.fr,Ministere des Finances,+216 25 103 376,Inbound,Disqualified,France,Finance,2023-09-05,Unresponsive
LED0520,Ahmed Bchir,ahmed.bchir@yahoo.fr,Delice Danone,+216 95 864 996,Website,Disqualified,Maroc,Assurance,2022-11-12,Not interested
LED0521,Wassim Hammami,wassim.hammami@yahoo.fr,SOMOCER,+216 95 640 354,Inbound,Converted,Tunisie,Telecom,2024-05-30,
LED0522,Leila Jlassi,leila.jlassi@outlook.com,BIAT Leasing,+216 90 736 880,Inbound,New,Tunisie,Secteur Public,2022-06-18,
LED0523,Houssem Mabrouk,houssem.mabrouk@outlook.com,IBM Tunisie,+216 50 262 808,Website,New,Tunisie,Secteur Public,2022-03-08,
LED0524,Amine Ben Romdhane,amine.ben-romdhane@yahoo.fr,SNCFT,+216 24 203 605,Website,Contacted,Tunisie,Secteur Public,2022-07-24,
LED0525,Yasmine Ben Salem,yasmine.ben-salem@yahoo.fr,Total Energies TN,+216 50 340 961,Trade Show,New,Algerie,Secteur Public,2023-08-20,
LED0526,Fatma Cherni,fatma.cherni@gmail.com,SONEDE,+216 99 456 124,LinkedIn,Converted,Maroc,Energie,2023-04-04,
LED0527,Tarek Jlassi,tarek.jlassi@yahoo.fr,STB Banque,+216 27 232 811,Trade Show,Qualified,Tunisie,Telecom,2023-08-25,
LED0528,Mouna Souissi,mouna.souissi@gmail.com,SONEDE,+216 99 452 471,Cold Call,Disqualified,Maroc,Industrie,2022-03-17,Competitor
LED0529,Yasmine Trabelsi,yasmine.trabelsi@yahoo.fr,SPS Tunisia,+216 95 762 786,Event,Qualified,Tunisie,Assurance,2023-05-05,
LED0530,Oussama Guesmi,oussama.guesmi@yahoo.fr,OCP Maroc,+216 50 341 129,Cold Call,Disqualified,Maroc,Industrie,2022-11-17,No budget
LED0531,Aziz Ferjani,aziz.ferjani@yahoo.fr,STB Banque,+216 24 251 595,Trade Show,Disqualified,Tunisie,Transport,2022-09-30,Wrong target
LED0532,Houssem Kchaou,houssem.kchaou@yahoo.fr,Yazaki Tunisie,+216 50 878 450,Website,Contacted,Tunisie,Finance,2022-07-10,
LED0533,Wael Mabrouk,wael.mabrouk@outlook.com,VERMEG,+216 27 123 350,Event,Contacted,Tunisie,Energie,2022-03-20,
LED0534,Chaima Chebbi,chaima.chebbi@yahoo.fr,Total Energies TN,+216 95 693 611,Referral,Disqualified,Tunisie,Technology,2023-03-09,No budget
LED0535,Kais Ben Salem,kais.ben-salem@gmail.com,Delice Danone,+216 20 945 707,Inbound,Converted,Tunisie,Assurance,2023-02-07,
LED0536,Rami Hammami,rami.hammami@yahoo.fr,Microsoft Tunisie,+216 52 316 858,Website,Qualified,Tunisie,Transport,2024-04-14,
LED0537,Nizar Trabelsi,nizar.trabelsi@yahoo.fr,STB Banque,+216 25 395 810,Partner,Converted,France,Industrie,2023-06-27,
LED0538,Aymen Guesmi,aymen.guesmi@outlook.com,Carthage Cement,+216 26 532 380,Website,Converted,Tunisie,Transport,2023-03-31,
LED0539,Olfa Hamouda,olfa.hamouda@outlook.com,STIIP Assurance,+216 26 410 286,Inbound,New,France,Secteur Public,2022-04-15,
LED0540,Nizar Sassi,nizar.sassi@outlook.com,Star Assurance,+216 27 340 497,Inbound,Converted,Tunisie,Secteur Public,2023-02-15,
LED0541,Hamza Ben Salem,hamza.ben-salem@yahoo.fr,BIAT Leasing,+216 25 577 502,Event,Contacted,Tunisie,Technology,2024-05-01,
LED0542,Kais Hamouda,kais.hamouda@yahoo.fr,Ooredoo Tunisie,+216 52 955 772,Referral,New,Maroc,Technology,2022-01-07,
LED0543,Ameni Dridi,ameni.dridi@gmail.com,Banque Centrale Tunisie,+216 90 551 307,Trade Show,Converted,France,Secteur Public,2023-07-24,
LED0544,Chaima Dridi,chaima.dridi@outlook.com,BIAT,+216 50 573 875,Event,New,Algerie,Assurance,2022-05-10,
LED0545,Rami Oueslati,rami.oueslati@outlook.com,SPS Tunisia,+216 50 552 199,Partner,New,Tunisie,Assurance,2024-06-04,
LED0546,Sarra Rekik,sarra.rekik@yahoo.fr,BH Bank,+216 27 429 499,Referral,Contacted,France,Finance,2024-07-26,
LED0547,Mohamed Oueslati,mohamed.oueslati@outlook.com,Banque Centrale Tunisie,+216 95 820 883,Website,Converted,Algerie,Finance,2024-02-02,
LED0548,Rania Ayadi,rania.ayadi@outlook.com,Talan Maroc,+216 98 924 130,LinkedIn,New,Algerie,Energie,2022-08-27,
LED0549,Mehdi Oueslati,mehdi.oueslati@outlook.com,SONEDE,+216 23 391 528,Website,Qualified,Algerie,Secteur Public,2024-05-21,
LED0550,Mounir Gharbi,mounir.gharbi@outlook.com,STEG,+216 23 994 744,Inbound,Contacted,Tunisie,Industrie,2024-04-23,
LED0551,Fares Romdhane,fares.romdhane@outlook.com,Orange Tunisie,+216 92 256 386,Website,Qualified,Maroc,Technology,2022-07-10,
LED0552,Amine Bouaziz,amine.bouaziz@yahoo.fr,Tunisie Telecom,+216 24 683 545,Partner,Qualified,Algerie,Energie,2023-03-11,
LED0553,Tarek Bouaziz,tarek.bouaziz@yahoo.fr,Ministere de l Education,+216 50 172 166,Referral,Converted,Tunisie,Transport,2023-09-01,
LED0554,Ines Romdhane,ines.romdhane@gmail.com,Star Assurance,+216 95 899 759,Referral,Qualified,Algerie,Energie,2022-10-08,
