  crm_contacts  ·  800 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CON0417,Wael,Ben Amor,wael.ben-amor@biat.com.tn,+216 21 997 336,ACC0158,Responsable SI,Tunisie,2020-11-11
CON0418,Houssem,Mansouri,houssem.mansouri@biat.com.tn,+216 53 405 880,ACC0025,RSSI,Tunisie,2022-11-02
CON0419,Sami,Ben Ali,sami.ben-ali@ttelecom.tn,+216 55 301 670,ACC0094,DG,Tunisie,2022-12-03
CON0420,Rami,Khelifi,rami.khelifi@gmail.com,+216 23 483 757,ACC0122,CTO,Tunisie,2021-09-07
CON0421,Oussama,Bouaziz,oussama.bouaziz@yahoo.fr,+216 20 835 678,ACC0027,Architecte SI,Tunisie,2020-10-29
CON0422,Houssem,Bchir,houssem.bchir@ttelecom.tn,+216 50 480 419,ACC0062,CTO,Tunisie,2022-01-27
CON0423,Ameni,Hammami,ameni.hammami@bna.com.tn,+216 27 333 810,ACC0112,Directeur Operations,Tunisie,2022-01-20
CON0424,Tarek,Mellouli,tarek.mellouli@gmail.com,+216 99 230 794,ACC0030,CDO,Tunisie,2021-08-06
CON0425,Khaled,Ben Salem,khaled.ben-salem@yahoo.fr,+216 52 912 670,ACC0154,Directeur Financier,Tunisie,2023-04-29
CON0426,Asma,Cherni,asma.cherni@biat.com.tn,+216 27 666 560,ACC0036,RSSI,Tunisie,2023-03-31
CON0427,Ameni,Mabrouk,ameni.mabrouk@attijari.tn,+216 52 943 894,ACC0051,CTO,Tunisie,2020-09-05
CON0428,Ghassen,Bchir,ghassen.bchir@ttelecom.tn,+216 24 267 349,ACC0157,Chef de Projet,Tunisie,2023-10-02
CON0429,Sami,Ferjani,sami.ferjani@stb.com.tn,+216 55 270 125,ACC0029,CDO,Tunisie,2020-04-26
CON0430,Afef,Bettaieb,afef.bettaieb@attijari.tn,+216 92 206 541,ACC0098,Chef de Projet,Tunisie,2020-03-08
CON0431,Amine,Souissi,amine.souissi@gmail.com,+216 22 171 998,ACC0107,Directeur Operations,Tunisie,2023-11-23
CON0432,Chaima,Dridi,chaima.dridi@biat.com.tn,+216 25 304 753,ACC0185,Directeur Operations,Tunisie,2019-10-06
CON0433,Walid,Mahfoudhi,walid.mahfoudhi@ttelecom.tn,+216 20 858 861,ACC0160,Chef de Projet,Tunisie,2021-11-09
CON0434,Mehdi,Guesmi,mehdi.guesmi@bna.com.tn,+216 55 408 684,ACC0109,Directeur Technique,Tunisie,2022-03-29
CON0435,Rami,Zouari,rami.zouari@yahoo.fr,+216 24 784 513,ACC0009,DG,Tunisie,2021-09-16
CON0436,Ahmed,Brahim,ahmed.brahim@gmail.com,+216 50 923 115,ACC0193,DG,Tunisie,2021-11-24
CON0437,Sarra,Souissi,sarra.souissi@ooredoo.tn,+216 21 722 497,ACC0176,CDO,Tunisie,2020-10-01
CON0438,Maroua,Ncibi,maroua.ncibi@ooredoo.tn,+216 26 193 962,ACC0117,DSI,Tunisie,2022-03-21
CON0439,Ahmed,Mabrouk,ahmed.mabrouk@stb.com.tn,+216 92 844 424,ACC0187,Directeur Technique,Tunisie,2019-05-06
CON0440,Dorra,Ben Slama,dorra.ben-slama@ooredoo.tn,+216 99 423 469,ACC0189,Responsable SI,Tunisie,2020-08-10
CON0441,Tarek,Ben Fredj,tarek.ben-fredj@attijari.tn,+216 55 928 435,ACC0065,CTO,Tunisie,2020-07-29
CON0442,Hedi,Toumi,hedi.toumi@ooredoo.tn,+216 25 343 621,ACC0169,Chef de Projet,Tunisie,2023-07-13
CON0443,Tarek,Zouari,tarek.zouari@attijari.tn,+216 50 935 458,ACC0009,Responsable SI,Tunisie,2019-10-25
CON0444,Yasmine,Ben Romdhane,yasmine.ben-romdhane@stb.com.tn,+216 99 588 520,ACC0061,Architecte SI,Tunisie,2020-03-07
CON0445,Sarra,Oueslati,sarra.oueslati@attijari.tn,+216 52 899 583,ACC0014,RSSI,Tunisie,2021-03-27
CON0446,Dorra,Mellouli,dorra.mellouli@ttelecom.tn,+216 23 814 438,ACC0175,Directeur Operations,Tunisie,2020-06-21
CON0447,Dorra,Ayadi,dorra.ayadi@yahoo.fr,+216 20 140 996,ACC0098,CDO,Tunisie,2022-10-30
CON0448,Hedi,Elloumi,hedi.elloumi@attijari.tn,+216 99 416 444,ACC0157,CDO,Tunisie,2020-07-07
CON0449,Amine,Gharbi,amine.gharbi@yahoo.fr,+216 23 865 524,ACC0188,CDO,Tunisie,2021-11-30
CON0450,Aymen,Trabelsi,aymen.trabelsi@bna.com.tn,+216 98 874 304,ACC0004,Responsable SI,Tunisie,2021-12-11
CON0451,Mohamed,Ayadi,mohamed.ayadi@gmail.com,+216 23 802 812,ACC0009,Directeur Operations,Tunisie,2019-07-08
CON0452,Yassine,Guesmi,yassine.guesmi@biat.com.tn,+216 99 549 467,ACC0023,RSSI,Tunisie,2021-02-08
CON0453,Salma,Mabrouk,salma.mabrouk@bna.com.tn,+216 95 637 608,ACC0076,Directeur Technique,Tunisie,2022-08-01
CON0454,Hajer,Guizani,hajer.guizani@attijari.tn,+216 24 624 493,ACC0066,RSSI,Tunisie,2020-07-21
CON0455,Slim,Kchaou,slim.kchaou@bna.com.tn,+216 23 568 978,ACC0046,RSSI,Tunisie,2021-10-04
CON0456,Imen,Ncibi,imen.ncibi@biat.com.tn,+216 25 746 567,ACC0139,RSSI,Tunisie,2022-06-11
CON0457,Leila,Elloumi,leila.elloumi@yahoo.fr,+216 26 865 118,ACC0019,CDO,Tunisie,2023-01-30
CON0458,Sami,Karray,sami.karray@gmail.com,+216 22 343 965,ACC0010,CTO,Tunisie,2019-11-07
CON0459,Hajer,Hammami,hajer.hammami@ttelecom.tn,+216 98 237 230,ACC0123,Directeur Financier,Tunisie,2023-09-25
CON0460,Dorra,Sassi,dorra.sassi@ooredoo.tn,+216 26 610 867,ACC0032,Architecte SI,Tunisie,2021-01-05
CON0461,Sarra,Sassi,sarra.sassi@stb.com.tn,+216 92 739 149,ACC0137,Responsable SI,Tunisie,2023-09-19
CON0462,Wael,Trabelsi,wael.trabelsi@stb.com.tn,+216 99 286 262,ACC0170,Directeur Operations,Tunisie,2022-11-26
CON0463,Nour,Oueslati,nour.oueslati@stb.com.tn,+216 23 525 998,ACC0189,DSI,Tunisie,2019-03-15
CON0464,Ahmed,Toumi,ahmed.toumi@ooredoo.tn,+216 26 704 854,ACC0139,DSI,Tunisie,2021-12-29
CON0465,Ines,Bouzid,ines.bouzid@ttelecom.tn,+216 24 936 784,ACC0104,RSSI,Tunisie,2023-07-11
CON0466,Emna,Guizani,emna.guizani@ooredoo.tn,+216 52 372 525,ACC0019,Directeur Technique,Tunisie,2021-09-28
CON0467,Mehdi,Toumi,mehdi.toumi@biat.com.tn,+216 23 193 118,ACC0004,CDO,Tunisie,2020-09-21
CON0468,Karim,Rekik,karim.rekik@bna.com.tn,+216 22 143 830,ACC0030,Directeur Technique,Tunisie,2023-06-25
CON0469,Asma,Ben Salem,asma.ben-salem@ttelecom.tn,+216 53 368 794,ACC0084,Directeur Operations,Tunisie,2022-01-22
CON0470,Chaima,Fehri,chaima.fehri@ooredoo.tn,+216 92 703 417,ACC0086,Architecte SI,Tunisie,2020-07-14
CON0471,Rania,Mabrouk,rania.mabrouk@attijari.tn,+216 21 692 773,ACC0063,Directeur Technique,Tunisie,2019-10-01
CON0472,Oussama,Souissi,oussama.souissi@gmail.com,+216 22 198 984,ACC0002,Directeur Technique,Tunisie,2019-07-02
CON0473,Dorra,Jebali,dorra.jebali@ooredoo.tn,+216 99 491 835,ACC0178,DG,Tunisie,2019-10-21
CON0474,Karim,Souissi,karim.souissi@ttelecom.tn,+216 27 730 769,ACC0153,CDO,Tunisie,2022-06-07
CON0475,Houssem,Chabbi,houssem.chabbi@gmail.com,+216 27 237 989,ACC0050,Directeur Operations,Tunisie,2019-07-15
CON0476,Sami,Haddad,sami.haddad@gmail.com,+216 53 334 331,ACC0071,CTO,Tunisie,2019-08-19
CON0477,Mariem,Karray,mariem.karray@gmail.com,+216 92 234 813,ACC0166,Directeur Operations,Tunisie,2020-03-05
CON0478,Fatma,Elloumi,fatma.elloumi@ooredoo.tn,+216 21 921 325,ACC0190,Responsable SI,Tunisie,2019-12-27
CON0479,Dorra,Ben Amor,dorra.ben-amor@biat.com.tn,+216 53 244 296,ACC0152,RSSI,Tunisie,2021-05-08
CON0480,Asma,Ben Romdhane,asma.ben-romdhane@biat.com.tn,+216 90 967 925,ACC0189,Directeur Financier,Tunisie,2021-02-08
CON0481,Oussama,Ben Fredj,oussama.ben-fredj@gmail.com,+216 22 742 657,ACC0056,RSSI,Tunisie,2019-12-31
CON0482,Ahmed,Mansouri,ahmed.mansouri@yahoo.fr,+216 25 517 248,ACC0070,Directeur Financier,Tunisie,2019-09-18
CON0483,Mouna,Bettaieb,mouna.bettaieb@ttelecom.tn,+216 95 437 784,ACC0118,CDO,Tunisie,2023-04-07
CON0484,Mouna,Mahfoudhi,mouna.mahfoudhi@biat.com.tn,+216 21 398 723,ACC0148,RSSI,Tunisie,2019-06-27
CON0485,Zied,Hammami,zied.hammami@biat.com.tn,+216 25 602 596,ACC0072,Architecte SI,Tunisie,2023-02-16
CON0486,Hamza,Amri,hamza.amri@gmail.com,+216 22 977 165,ACC0147,Architecte SI,Tunisie,2019-04-01
CON0487,Fatma,Toumi,fatma.toumi@gmail.com,+216 95 277 787,ACC0123,CTO,Tunisie,2021-10-11
CON0488,Nour,Mansouri,nour.mansouri@bna.com.tn,+216 52 337 803,ACC0034,CTO,Tunisie,2020-05-04
CON0489,Nacer,Haddad,nacer.haddad@gmail.com,+216 55 906 142,ACC0147,Directeur Operations,Tunisie,2021-07-20
CON0490,Wassim,Jlassi,wassim.jlassi@gmail.com,+216 55 925 284,ACC0161,DG,Tunisie,2023-10-29
CON0491,Rami,Zouari,rami.zouari@biat.com.tn,+216 53 368 213,ACC0110,RSSI,Tunisie,2022-01-15
CON0492,Nour,Ben Fredj,nour.ben-fredj@yahoo.fr,+216 90 715 829,ACC0132,DSI,Tunisie,2019-08-16
CON0493,Yasmine,Ncibi,yasmine.ncibi@yahoo.fr,+216 95 176 974,ACC0166,DG,Tunisie,2022-02-22
CON0494,Tarek,Ben Fredj,tarek.ben-fredj@stb.com.tn,+216 26 206 678,ACC0189,DG,Tunisie,2023-03-23
CON0495,Mehdi,Chebbi,mehdi.chebbi@yahoo.fr,+216 53 452 833,ACC0014,CDO,Tunisie,2020-12-08
CON0496,Tarek,Ncibi,tarek.ncibi@gmail.com,+216 90 354 118,ACC0174,RSSI,Tunisie,2021-07-14
CON0497,Mounir,Zouari,mounir.zouari@biat.com.tn,+216 53 132 904,ACC0118,DSI,Tunisie,2021-03-11
CON0498,Kais,Hamouda,kais.hamouda@biat.com.tn,+216 25 126 503,ACC0179,Directeur Operations,Tunisie,2019-11-05
CON0499,Ahmed,Cherni,ahmed.cherni@ooredoo.tn,+216 90 893 530,ACC0034,RSSI,Tunisie,2021-05-10
CON0500,Walid,Amri,walid.amri@gmail.com,+216 99 375 229,ACC0134,DG,Tunisie,2022-03-31
CON0501,Hajer,Hamdi,hajer.hamdi@gmail.com,+216 21 721 235,ACC0141,RSSI,Tunisie,2020-09-14
CON0502,Chaima,Chebbi,chaima.chebbi@biat.com.tn,+216 53 701 604,ACC0124,Chef de Projet,Tunisie,2023-04-26
CON0503,Dorra,Guesmi,dorra.guesmi@stb.com.tn,+216 53 464 867,ACC0183,CDO,Tunisie,2020-01-09
CON0504,Sami,Toumi,sami.toumi@bna.com.tn,+216 23 143 827,ACC0113,Chef de Projet,Tunisie,2020-01-13
CON0505,Dorra,Guesmi,dorra.guesmi@gmail.com,+216 55 592 760,ACC0096,Directeur Technique,Tunisie,2019-11-29
CON0506,Nizar,Haddad,nizar.haddad@attijari.tn,+216 23 129 582,ACC0118,Responsable SI,Tunisie,2019-01-09
CON0507,Walid,Hamdi,walid.hamdi@ttelecom.tn,+216 20 586 989,ACC0194,Chef de Projet,Tunisie,2023-06-26
CON0508,Zied,Ferjani,zied.ferjani@ooredoo.tn,+216 25 266 396,ACC0036,Directeur Financier,Tunisie,2020-09-22
CON0509,Mouna,Chebbi,mouna.chebbi@gmail.com,+216 27 527 809,ACC0015,Chef de Projet,Tunisie,2022-04-09
CON0510,Bilel,Dridi,bilel.dridi@attijari.tn,+216 99 785 375,ACC0115,Directeur Financier,Tunisie,2021-03-18
CON0511,Mohamed,Mansouri,mohamed.mansouri@ttelecom.tn,+216 23 950 714,ACC0102,Directeur Technique,Tunisie,2021-01-27
CON0512,Oussama,Mahfoudhi,oussama.mahfoudhi@bna.com.tn,+216 24 425 791,ACC0144,Architecte SI,Tunisie,2023-01-30
CON0513,Fares,Ben Youssef,fares.ben-youssef@biat.com.tn,+216 50 801 130,ACC0187,Architecte SI,Tunisie,2023-09-08
CON0514,Olfa,Guesmi,olfa.guesmi@yahoo.fr,+216 27 982 204,ACC0086,CDO,Tunisie,2023-03-29
CON0515,Tarek,Tlili,tarek.tlili@biat.com.tn,+216 92 133 324,ACC0143,DSI,Tunisie,2023-03-27
CON0516,Kais,Ayadi,kais.ayadi@attijari.tn,+216 99 438 306,ACC0078,Chef de Projet,Tunisie,2021-10-08
CON0517,Emna,Jebali,emna.jebali@biat.com.tn,+216 92 863 113,ACC0164,Architecte SI,Tunisie,2022-09-01
CON0518,Ghassen,Souissi,ghassen.souissi@ooredoo.tn,+216 24 797 102,ACC0008,DG,Tunisie,2021-10-06
CON0519,Tarek,Gharbi,tarek.gharbi@ttelecom.tn,+216 92 706 923,ACC0067,Chef de Projet,Tunisie,2021-02-03
CON0520,Oussama,Ben Youssef,oussama.ben-youssef@biat.com.tn,+216 90 736 395,ACC0082,Chef de Projet,Tunisie,2021-01-01
CON0521,Aymen,Guizani,aymen.guizani@bna.com.tn,+216 21 799 173,ACC0075,CDO,Tunisie,2022-08-01
CON0522,Yasmine,Bettaieb,yasmine.bettaieb@bna.com.tn,+216 95 840 674,ACC0140,CTO,Tunisie,2023-08-21
CON0523,Walid,Jlassi,walid.jlassi@bna.com.tn,+216 22 822 430,ACC0137,Architecte SI,Tunisie,2023-08-14
CON0524,Ghassen,Hamouda,ghassen.hamouda@yahoo.fr,+216 21 254 588,ACC0106,Chef de Projet,Tunisie,2019-07-29
CON0525,Khaled,Ben Salem,khaled.ben-salem@attijari.tn,+216 92 203 945,ACC0137,DG,Tunisie,2021-05-04
CON0526,Hamza,Elloumi,hamza.elloumi@attijari.tn,+216 23 451 900,ACC0177,DG,Tunisie,2023-08-01
CON0527,Mehdi,Cherni,mehdi.cherni@stb.com.tn,+216 21 823 791,ACC0191,Responsable SI,Tunisie,2019-09-21
CON0528,Afef,Haddad,afef.haddad@bna.com.tn,+216 98 365 606,ACC0021,Responsable SI,Tunisie,2019-06-09
CON0529,Mohamed,Hammami,mohamed.hammami@stb.com.tn,+216 92 670 771,ACC0169,CTO,Tunisie,2019-05-02
CON0530,Rania,Ben Amor,rania.ben-amor@ooredoo.tn,+216 92 733 240,ACC0194,Directeur Technique,Tunisie,2022-05-17
CON0531,Ameni,Bchir,ameni.bchir@bna.com.tn,+216 95 571 908,ACC0024,Architecte SI,Tunisie,2022-04-02
CON0532,Olfa,Ben Salem,olfa.ben-salem@ttelecom.tn,+216 24 501 511,ACC0146,DSI,Tunisie,2023-08-06
CON0533,Mounir,Ben Fredj,mounir.ben-fredj@biat.com.tn,+216 21 374 986,ACC0194,Directeur Technique,Tunisie,2023-01-25
CON0534,Houssem,Mahfoudhi,houssem.mahfoudhi@biat.com.tn,+216 23 781 786,ACC0113,CTO,Tunisie,2023-09-06
CON0535,Sofiene,Ben Romdhane,sofiene.ben-romdhane@yahoo.fr,+216 20 674 821,ACC0195,Directeur Operations,Tunisie,2021-08-12
CON0536,Slim,Hamouda,slim.hamouda@biat.com.tn,+216 26 749 850,ACC0143,Directeur Technique,Tunisie,2020-11-02
CON0537,Wassim,Gharbi,wassim.gharbi@biat.com.tn,+216 92 183 818,ACC0176,DG,Tunisie,2022-02-08
CON0538,Leila,Ben Ali,leila.ben-ali@yahoo.fr,+216 26 765 531,ACC0174,DG,Tunisie,2019-01-27
CON0539,Houssem,Kchaou,houssem.kchaou@stb.com.tn,+216 98 575 888,ACC0031,CTO,Tunisie,2021-03-31
CON0540,Hajer,Ncibi,hajer.ncibi@yahoo.fr,+216 50 569 764,ACC0087,DG,Tunisie,2023-09-25
CON0541,Oussama,Elloumi,oussama.elloumi@bna.com.tn,+216 21 710 289,ACC0194,Chef de Projet,Tunisie,2021-09-01
CON0542,Dorra,Hamdi,dorra.hamdi@gmail.com,+216 24 722 592,ACC0197,CDO,Tunisie,2019-09-08
CON0543,Nizar,Abidi,nizar.abidi@ooredoo.tn,+216 23 956 486,ACC0189,Directeur Financier,Tunisie,2021-10-17
CON0544,Houssem,Elloumi,houssem.elloumi@bna.com.tn,+216 53 769 821,ACC0040,Chef de Projet,Tunisie,2022-06-30
CON0545,Fares,Mahfoudhi,fares.mahfoudhi@gmail.com,+216 21 439 196,ACC0076,Directeur Operations,Tunisie,2021-10-30
CON0546,Kais,Souissi,kais.souissi@bna.com.tn,+216 27 586 888,ACC0111,Directeur Technique,Tunisie,2021-07-10
CON0547,Nacer,Bchir,nacer.bchir@yahoo.fr,+216 20 111 602,ACC0181,Directeur Financier,Tunisie,2021-06-01
CON0548,Slim,Ben Ali,slim.ben-ali@biat.com.tn,+216 98 946 612,ACC0169,Directeur Technique,Tunisie,2022-03-17
CON0549,Nacer,Ayadi,nacer.ayadi@ooredoo.tn,+216 98 200 296,ACC0127,Chef de Projet,Tunisie,2022-06-17
CON0550,Nour,Jlassi,nour.jlassi@ooredoo.tn,+216 98 764 902,ACC0033,Directeur Technique,Tunisie,2023-07-16
CON0551,Nizar,Hamdi,nizar.hamdi@bna.com.tn,+216 99 656 357,ACC0089,Directeur Financier,Tunisie,2020-12-20
CON0552,Fares,Mellouli,fares.mellouli@gmail.com,+216 21 268 190,ACC0177,RSSI,Tunisie,2019-08-23
CON0553,Mariem,Gharbi,mariem.gharbi@gmail.com,+216 25 658 849,ACC0146,DSI,Tunisie,2020-06-30
CON0554,Maroua,Mahfoudhi,maroua.mahfoudhi@gmail.com,+216 52 717 208,ACC0083,DG,Tunisie,2023-07-14
CON0555,Wael,Cherni,wael.cherni@gmail.com,+216 24 917 411,ACC0196,Directeur Financier,Tunisie,2022-06-13
CON0556,Khaled,Ben Romdhane,khaled.ben-romdhane@bna.com.tn,+216 55 577 629,ACC0138,Directeur Operations,Tunisie,2020-06-27
CON0557,Salma,Chebbi,salma.chebbi@ooredoo.tn,+216 52 989 609,ACC0184,Directeur Technique,Tunisie,2022-04-27
CON0558,Mariem,Jebali,mariem.jebali@ttelecom.tn,+216 21 659 760,ACC0089,RSSI,Tunisie,2021-10-30
CON0559,Salma,Abidi,salma.abidi@stb.com.tn,+216 27 721 151,ACC0065,DG,Tunisie,2021-07-17
CON0560,Slim,Mabrouk,slim.mabrouk@bna.com.tn,+216 21 320 118,ACC0148,Responsable SI,Tunisie,2022-09-15
CON0561,Ines,Souissi,ines.souissi@ttelecom.tn,+216 25 820 931,ACC0145,Chef de Projet,Tunisie,2020-02-15
CON0562,Mariem,Bchir,mariem.bchir@stb.com.tn,+216 95 521 693,ACC0112,Directeur Operations,Tunisie,2023-10-28
CON0563,Wael,Mansouri,wael.mansouri@bna.com.tn,+216 27 693 624,ACC0066,Directeur Technique,Tunisie,2021-04-11
CON0564,Nour,Mahfoudhi,nour.mahfoudhi@biat.com.tn,+216 22 940 716,ACC0119,Directeur Operations,Tunisie,2021-06-12
CON0565,Dorra,Mahfoudhi,dorra.mahfoudhi@bna.com.tn,+216 27 182 382,ACC0008,CDO,Tunisie,2022-09-10
CON0566,Mehdi,Ferjani,mehdi.ferjani@attijari.tn,+216 27 825 519,ACC0015,Architecte SI,Tunisie,2022-05-17
CON0567,Salma,Romdhane,salma.romdhane@ooredoo.tn,+216 95 320 196,ACC0102,Directeur Technique,Tunisie,2019-08-18
CON0568,Hedi,Souissi,hedi.souissi@gmail.com,+216 52 105 305,ACC0065,RSSI,Tunisie,2020-05-02
CON0569,Ameni,Ben Amor,ameni.ben-amor@gmail.com,+216 21 635 382,ACC0192,CTO,Tunisie,2020-03-22
CON0570,Slim,Ben Fredj,slim.ben-fredj@biat.com.tn,+216 21 775 892,ACC0151,Chef de Projet,Tunisie,2021-12-28
CON0571,Mohamed,Guizani,mohamed.guizani@ttelecom.tn,+216 90 125 843,ACC0072,Directeur Technique,Tunisie,2021-08-31
CON0572,Walid,Cherni,walid.cherni@gmail.com,+216 21 306 844,ACC0177,Chef de Projet,Tunisie,2022-02-05
CON0573,Emna,Ben Salem,emna.ben-salem@ooredoo.tn,+216 21 619 818,ACC0137,Directeur Technique,Tunisie,2021-03-06
CON0574,Oussama,Guizani,oussama.guizani@yahoo.fr,+216 20 130 270,ACC0077,Directeur Operations,Tunisie,2021-06-17
CON0575,Hamza,Karray,hamza.karray@yahoo.fr,+216 95 490 691,ACC0021,CTO,Tunisie,2023-02-18
CON0576,Nacer,Bouzid,nacer.bouzid@yahoo.fr,+216 23 441 834,ACC0130,Directeur Operations,Tunisie,2021-05-11
CON0577,Karim,Khelifi,karim.khelifi@bna.com.tn,+216 52 983 750,ACC0165,RSSI,Tunisie,2023-06-09
CON0578,Chaima,Trabelsi,chaima.trabelsi@ooredoo.tn,+216 52 630 187,ACC0148,CDO,Tunisie,2019-11-20
CON0579,Bilel,Hammami,bilel.hammami@yahoo.fr,+216 20 471 218,ACC0082,Chef de Projet,Tunisie,2023-11-24
CON0580,Yassine,Bettaieb,yassine.bettaieb@biat.com.tn,+216 24 315 395,ACC0051,CDO,Tunisie,2021-01-22
CON0581,Sofiene,Ben Slama,sofiene.ben-slama@yahoo.fr,+216 22 343 930,ACC0143,CTO,Tunisie,2019-07-02
CON0582,Nour,Bettaieb,nour.bettaieb@attijari.tn,+216 98 230 252,ACC0154,RSSI,Tunisie,2019-07-02
CON0583,Chaima,Ben Fredj,chaima.ben-fredj@ttelecom.tn,+216 90 738 200,ACC0112,Directeur Financier,Tunisie,2019-08-31
CON0584,Sami,Bettaieb,sami.bettaieb@bna.com.tn,+216 50 885 893,ACC0034,CDO,Tunisie,2022-05-13
CON0585,Leila,Ben Slama,leila.ben-slama@attijari.tn,+216 50 656 369,ACC0038,DSI,Tunisie,2020-06-20
CON0586,Ines,Jebali,ines.jebali@ooredoo.tn,+216 55 802 271,ACC0022,Directeur Technique,Tunisie,2019-09-30
CON0587,Asma,Hamdi,asma.hamdi@attijari.tn,+216 21 367 574,ACC0189,Responsable SI,Tunisie,2019-05-30
CON0588,Ameni,Bchir,ameni.bchir@bna.com.tn,+216 53 998 409,ACC0156,Directeur Operations,Tunisie,2019-01-11
CON0589,Ines,Chebbi,ines.chebbi@biat.com.tn,+216 23 230 183,ACC0034,Architecte SI,Tunisie,2022-04-03
CON0590,Wael,Ncibi,wael.ncibi@gmail.com,+216 22 470 355,ACC0034,RSSI,Tunisie,2022-12-25
CON0591,Nacer,Bouaziz,nacer.bouaziz@attijari.tn,+216 52 517 242,ACC0128,CTO,Tunisie,2021-05-30
CON0592,Hamza,Ben Youssef,hamza.ben-youssef@ooredoo.tn,+216 90 870 516,ACC0081,Directeur Technique,Tunisie,2022-02-12
CON0593,Hajer,Trabelsi,hajer.trabelsi@ooredoo.tn,+216 26 728 985,ACC0059,Directeur Technique,Tunisie,2021-08-21
CON0594,Sofiene,Ferjani,sofiene.ferjani@yahoo.fr,+216 26 945 407,ACC0114,Directeur Financier,Tunisie,2021-09-20
CON0595,Emna,Sassi,emna.sassi@bna.com.tn,+216 92 927 345,ACC0053,Directeur Technique,Tunisie,2023-09-06
CON0596,Sami,Chabbi,sami.chabbi@biat.com.tn,+216 22 947 379,ACC0150,DG,Tunisie,2023-04-20
CON0597,Mouna,Dridi,mouna.dridi@attijari.tn,+216 24 439 708,ACC0085,Chef de Projet,Tunisie,2022-10-27
CON0598,Chaima,Haddad,chaima.haddad@stb.com.tn,+216 26 753 692,ACC0040,DG,Tunisie,2021-07-31
CON0599,Walid,Chebbi,walid.chebbi@stb.com.tn,+216 53 247 725,ACC0085,RSSI,Tunisie,2021-07-16
CON0600,Tarek,Ben Romdhane,tarek.ben-romdhane@bna.com.tn,+216 52 722 808,ACC0083,Directeur Operations,Tunisie,2022-01-25
CON0601,Sarra,Rekik,sarra.rekik@gmail.com,+216 26 405 806,ACC0023,Architecte SI,Tunisie,2019-11-30
CON0602,Ines,Chabbi,ines.chabbi@stb.com.tn,+216 22 383 306,ACC0077,Directeur Financier,Tunisie,2023-02-16
CON0603,Fatma,Zouari,fatma.zouari@ttelecom.tn,+216 98 941 119,ACC0132,RSSI,Tunisie,2021-07-01
CON0604,Ines,Kchaou,ines.kchaou@biat.com.tn,+216 26 438 812,ACC0095,Chef de Projet,Tunisie,2021-06-08
CON0605,Nacer,Abidi,nacer.abidi@bna.com.tn,+216 26 306 781,ACC0166,CDO,Tunisie,2021-12-15
CON0606,Oussama,Ayadi,oussama.ayadi@ooredoo.tn,+216 50 176 867,ACC0123,DSI,Tunisie,2019-09-19
CON0607,Yassine,Bouzid,yassine.bouzid@attijari.tn,+216 26 300 821,ACC0142,Architecte SI,Tunisie,2021-11-17
CON0608,Amine,Khelifi,amine.khelifi@ttelecom.tn,+216 98 276 673,ACC0091,Directeur Financier,Tunisie,2019-06-17
CON0609,Oussama,Mabrouk,oussama.mabrouk@ttelecom.tn,+216 92 832 176,ACC0101,DG,Tunisie,2021-05-02
CON0610,Bilel,Ben Slama,bilel.ben-slama@ooredoo.tn,+216 90 100 554,ACC0160,Chef de Projet,Tunisie,2023-11-20
CON0611,Leila,Ben Youssef,leila.ben-youssef@gmail.com,+216 24 108 269,ACC0112,RSSI,Tunisie,2019-01-12
CON0612,Nacer,Souissi,nacer.souissi@ttelecom.tn,+216 20 534 115,ACC0169,DG,Tunisie,2020-09-12
CON0613,Mariem,Jebali,mariem.jebali@ttelecom.tn,+216 90 773 546,ACC0078,DSI,Tunisie,2019-10-04
CON0614,Mounir,Chebbi,mounir.chebbi@stb.com.tn,+216 95 732 404,ACC0054,RSSI,Tunisie,2022-08-23
CON0615,Dorra,Mabrouk,dorra.mabrouk@bna.com.tn,+216 20 154 787,ACC0198,Directeur Operations,Tunisie,2021-08-28
CON0616,Zied,Fehri,zied.fehri@bna.com.tn,+216 22 826 232,ACC0125,Directeur Operations,Tunisie,2023-10-27
CON0617,Salma,Ben Slama,salma.ben-slama@yahoo.fr,+216 27 589 504,ACC0014,CTO,Tunisie,2019-07-30
CON0618,Lotfi,Bchir,lotfi.bchir@biat.com.tn,+216 26 624 830,ACC0010,Chef de Projet,Tunisie,2021-09-22
CON0619,Mounir,Elloumi,mounir.elloumi@ooredoo.tn,+216 92 354 974,ACC0060,DG,Tunisie,2019-02-08
CON0620,Rami,Hamouda,rami.hamouda@attijari.tn,+216 90 542 942,ACC0122,Responsable SI,Tunisie,2022-06-29
CON0621,Sarra,Kchaou,sarra.kchaou@stb.com.tn,+216 26 796 654,ACC0186,Directeur Technique,Tunisie,2020-12-05
CON0622,Mehdi,Guesmi,mehdi.guesmi@bna.com.tn,+216 52 941 886,ACC0034,DSI,Tunisie,2021-05-03
CON0623,Leila,Ferjani,leila.ferjani@biat.com.tn,+216 22 458 370,ACC0177,DSI,Tunisie,2019-09-22
CON0624,Hajer,Jebali,hajer.jebali@ooredoo.tn,+216 27 335 256,ACC0127,DG,Tunisie,2020-03-04
